,Latitude,Longitude,name
21651,39.338764000000005,-85.24194,Loc Clust 5
24456,43.148393,-93.107591,Loc Clust 7
9760,41.378838,-87.064128,Loc Clust 5
72261,43.751908,-95.246669,Loc Clust 2
78853,44.050183000000004,-93.291157,Loc Clust 7
70616,42.74053,-92.07533000000001,Loc Clust 1
68480,41.82007,-93.56098,Loc Clust 4
56451,42.665279999999996,-88.96118,Loc Clust 3
55794,42.761720000000004,-95.6526,Loc Clust 2
3668,43.3196,-96.56882,Loc Clust 2
81918,40.22524,-83.844521,Loc Clust 5
16278,41.788437,-83.77244499999999,Loc Clust 5
42567,42.133195,-93.654256,Loc Clust 4
18425,43.303246,-81.284296,Loc Clust 0
52840,41.442988,-84.07079,Loc Clust 5
69188,42.772625,-95.637486,Loc Clust 2
65444,40.97258,-91.3682,Loc Clust 1
1169,42.95074,-94.039738,Loc Clust 7
5576,41.276140000000005,-91.6642,Loc Clust 1
78390,43.076636,-81.205621,Loc Clust 0
38385,40.910222,-97.146979,Loc Clust 6
28250,40.955738000000004,-89.139444,Loc Clust 3
66140,40.97258,-91.3682,Loc Clust 1
2165,43.50734,-83.52332,Loc Clust 0
64695,41.303351,-91.678477,Loc Clust 1
41833,42.289646000000005,-91.09101700000001,Loc Clust 1
53979,42.328509999999994,-92.47391999999999,Loc Clust 1
68767,42.974677,-93.954357,Loc Clust 7
25071,44.773925,-94.816563,Loc Clust 2
56618,42.133195,-93.654256,Loc Clust 4
62988,40.90013,-97.159213,Loc Clust 6
25106,44.773925,-94.816563,Loc Clust 2
34038,41.908555,-96.98085999999999,Loc Clust 6
50010,39.767192,-94.432075,Loc Clust 4
52866,41.99446,-95.0151,Loc Clust 4
35267,43.149997,-93.10207,Loc Clust 7
11370,43.320571,-96.56880600000001,Loc Clust 2
33501,42.085296,-93.444612,Loc Clust 4
46615,44.886348999999996,-94.945581,Loc Clust 2
74918,42.28263,-91.13139,Loc Clust 1
45463,41.909209999999995,-96.97973,Loc Clust 6
64168,44.050183000000004,-93.291157,Loc Clust 7
16252,42.772459999999995,-95.63734000000001,Loc Clust 2
29367,42.708282000000004,-92.032297,Loc Clust 1
55571,41.70017,-90.152509,Loc Clust 1
61555,40.699040000000004,-86.90101999999999,Loc Clust 5
69614,41.82007,-93.56098,Loc Clust 4
4098,41.303351,-91.678477,Loc Clust 1
66075,40.12401,-88.08659,Loc Clust 3
71710,42.932767999999996,-82.039334,Loc Clust 0
45386,41.366868,-91.986701,Loc Clust 1
20626,41.182140000000004,-91.40684,Loc Clust 1
20860,42.9332,-82.0391,Loc Clust 0
79248,42.282790000000006,-91.13147,Loc Clust 1
62372,40.699040000000004,-86.90101999999999,Loc Clust 5
74925,41.99446,-95.0151,Loc Clust 4
68692,42.640467,-93.793986,Loc Clust 4
65810,39.351607,-85.247396,Loc Clust 5
80173,40.910233000000005,-97.14698299999999,Loc Clust 6
13273,40.95066,-89.13932,Loc Clust 3
61020,44.553771000000005,-94.22991400000001,Loc Clust 7
34457,42.085296,-93.444612,Loc Clust 4
66540,41.407920000000004,-91.73809,Loc Clust 1
69199,42.974677,-93.954357,Loc Clust 7
32699,43.322781,-81.309472,Loc Clust 0
4651,43.087798,-81.211146,Loc Clust 0
26769,40.386052,-90.522272,Loc Clust 1
75905,40.76548,-87.79267,Loc Clust 3
26199,43.318042,-96.5668,Loc Clust 2
39232,41.803609,-89.059116,Loc Clust 3
32304,40.276832,-97.108796,Loc Clust 6
41307,39.696402,-89.965221,Loc Clust 3
42505,40.6991,-86.90100000000001,Loc Clust 5
46232,43.279946,-81.253633,Loc Clust 0
37219,40.680699,-84.350378,Loc Clust 5
64449,42.9303,-80.90423299999999,Loc Clust 0
64092,43.752747,-95.246342,Loc Clust 2
38497,40.121187,-88.091608,Loc Clust 3
66871,40.216967,-88.9193,Loc Clust 3
18400,43.303246,-81.284296,Loc Clust 0
19939,40.214521999999995,-88.913641,Loc Clust 3
51921,42.408678,-93.845798,Loc Clust 4
80373,41.50946,-92.25889000000001,Loc Clust 1
73063,43.960108,-94.189178,Loc Clust 7
77108,39.463359999999994,-85.96976,Loc Clust 5
59602,40.785258,-97.64585799999999,Loc Clust 6
10564,43.087798,-81.211146,Loc Clust 0
22236,40.692246999999995,-86.905676,Loc Clust 5
81888,39.69705,-89.96213,Loc Clust 3
63015,43.078463,-81.203113,Loc Clust 0
13852,41.276140000000005,-91.6642,Loc Clust 1
55016,43.078463,-81.203113,Loc Clust 0
73716,41.065595,-84.907397,Loc Clust 5
18303,41.788437,-83.77244499999999,Loc Clust 5
1153,42.95074,-94.039738,Loc Clust 7
72973,42.932767999999996,-82.039334,Loc Clust 0
19679,41.508829999999996,-92.23907,Loc Clust 1
78382,43.076636,-81.205621,Loc Clust 0
24110,41.812433,-96.15390699999999,Loc Clust 6
938,40.121302,-88.091593,Loc Clust 3
14096,40.95066,-89.13932,Loc Clust 3
49818,40.314471999999995,-85.749262,Loc Clust 5
77475,42.36586,-92.45654,Loc Clust 1
41735,41.067228,-84.867366,Loc Clust 5
39781,41.49771,-84.2218,Loc Clust 5
25629,42.3263,-92.47518000000001,Loc Clust 1
32828,44.092702,-93.298902,Loc Clust 7
19586,41.442993,-84.070301,Loc Clust 5
81225,41.496908000000005,-93.804941,Loc Clust 4
19902,40.785329,-87.83116700000001,Loc Clust 3
62249,40.551158,-89.486078,Loc Clust 3
31151,40.121187,-88.091608,Loc Clust 3
45391,41.366868,-91.986701,Loc Clust 1
79431,42.282790000000006,-91.13147,Loc Clust 1
35640,43.687774,-96.28264300000001,Loc Clust 2
46732,44.049424,-93.282073,Loc Clust 7
28923,44.09448,-93.29843000000001,Loc Clust 7
33099,42.488440000000004,-94.0403,Loc Clust 4
66484,41.442329,-84.068352,Loc Clust 5
47505,43.148586,-93.09669699999999,Loc Clust 7
77235,41.710406,-97.90955,Loc Clust 6
8405,42.179214,-94.987257,Loc Clust 4
63026,44.43646,-95.85819000000001,Loc Clust 2
55582,41.366868,-91.986701,Loc Clust 1
36798,42.66176,-88.93697,Loc Clust 3
54946,43.078463,-81.203113,Loc Clust 0
19148,42.525859000000004,-82.36107700000001,Loc Clust 0
50557,41.366868,-91.986701,Loc Clust 1
9743,41.442467,-84.0677,Loc Clust 5
11593,44.09259,-93.298899,Loc Clust 7
42260,40.785258,-97.64585799999999,Loc Clust 6
42694,41.123540000000006,-84.91221,Loc Clust 5
77498,41.516746000000005,-89.036517,Loc Clust 3
67256,40.225722999999995,-83.844539,Loc Clust 5
5905,44.092119,-93.298375,Loc Clust 7
57756,43.977828,-94.211618,Loc Clust 7
78043,40.20539,-85.94742,Loc Clust 5
55345,42.530625,-82.36870400000001,Loc Clust 0
41677,40.2142,-88.89586,Loc Clust 3
33285,42.488440000000004,-94.0403,Loc Clust 4
73550,41.303351,-91.678477,Loc Clust 1
53996,41.99446,-95.0151,Loc Clust 4
25059,44.09448,-93.29843000000001,Loc Clust 7
54006,41.99446,-95.0151,Loc Clust 4
65913,40.22464,-88.85545,Loc Clust 3
79545,41.99446,-95.0151,Loc Clust 4
53025,40.6991,-86.90100000000001,Loc Clust 5
5554,40.127641,-88.08603000000001,Loc Clust 3
12678,39.660871,-89.826297,Loc Clust 3
58492,41.99446,-95.0151,Loc Clust 4
42724,40.551158,-89.486078,Loc Clust 3
40990,40.221845,-88.92179399999999,Loc Clust 3
36773,43.298297,-96.707844,Loc Clust 2
79822,41.516746000000005,-89.036517,Loc Clust 3
17594,40.386052,-90.522272,Loc Clust 1
3672,44.078129,-93.300034,Loc Clust 7
78269,40.20539,-85.94742,Loc Clust 5
69992,40.90013,-97.159213,Loc Clust 6
5160,44.092119,-93.298375,Loc Clust 7
81317,41.99446,-95.0151,Loc Clust 4
10737,42.9303,-80.904156,Loc Clust 0
52146,43.977828,-94.211618,Loc Clust 7
81533,40.789908000000004,-97.635258,Loc Clust 6
22180,40.31416,-85.749259,Loc Clust 5
76265,40.790504999999996,-97.63525200000001,Loc Clust 6
22929,39.338764000000005,-85.24194,Loc Clust 5
3581,40.551062,-88.993527,Loc Clust 3
40983,40.224006,-88.877677,Loc Clust 3
47646,40.127641,-88.08603000000001,Loc Clust 3
35415,42.521471999999996,-82.354209,Loc Clust 0
69561,41.303351,-91.678477,Loc Clust 1
18224,41.276140000000005,-91.6642,Loc Clust 1
219,44.078129,-93.300034,Loc Clust 7
81890,40.54987,-89.48649,Loc Clust 3
4523,40.833397,-97.349289,Loc Clust 6
73057,43.38905,-95.7425,Loc Clust 2
10339,41.088644,-84.92394499999999,Loc Clust 5
42104,40.699040000000004,-86.90101999999999,Loc Clust 5
71143,44.08889,-93.298957,Loc Clust 7
58310,40.894717,-97.212614,Loc Clust 6
47160,44.886348999999996,-94.945581,Loc Clust 2
8068,40.771519,-87.81923499999999,Loc Clust 3
31057,43.119538,-81.234659,Loc Clust 0
23759,42.29600000000001,-91.13064,Loc Clust 1
19997,40.552448999999996,-89.450958,Loc Clust 3
46506,43.078463,-81.203113,Loc Clust 0
59117,40.97244,-91.36721999999999,Loc Clust 1
59044,40.6991,-86.90100000000001,Loc Clust 5
11198,42.9303,-80.904156,Loc Clust 0
78434,44.050183000000004,-93.291157,Loc Clust 7
81144,43.306061,-81.262361,Loc Clust 0
44603,41.42877,-86.97323,Loc Clust 5
69491,40.69907,-86.900038,Loc Clust 5
1748,44.092119,-93.298375,Loc Clust 7
58057,41.378097,-91.737387,Loc Clust 1
73172,43.960108,-94.189178,Loc Clust 7
3996,41.303351,-91.678477,Loc Clust 1
43932,41.596488,-90.652341,Loc Clust 1
40512,40.221845,-88.92179399999999,Loc Clust 3
73297,41.51583,-89.03251999999999,Loc Clust 3
1523,42.934265,-82.039209,Loc Clust 0
20174,41.091035999999995,-84.924066,Loc Clust 5
68472,42.640467,-93.793986,Loc Clust 4
61300,42.133195,-93.654256,Loc Clust 4
69236,42.74053,-92.07531999999999,Loc Clust 1
42428,40.55771,-89.40633000000001,Loc Clust 3
22130,40.225225,-83.843778,Loc Clust 5
60275,41.687781,-94.095478,Loc Clust 4
54785,41.70017,-90.152509,Loc Clust 1
16256,42.48843,-94.04072,Loc Clust 4
49067,40.6991,-86.90100000000001,Loc Clust 5
6327,44.092119,-93.298375,Loc Clust 7
57264,43.879459999999995,-88.83789,Loc Clust 3
25243,42.5276,-82.3638,Loc Clust 0
77591,41.700398,-90.13596,Loc Clust 1
71163,43.751908,-95.246669,Loc Clust 2
22538,39.660871,-89.826297,Loc Clust 3
39858,42.080475,-85.140966,Loc Clust 5
26426,42.03926,-95.0145,Loc Clust 4
42253,40.785258,-97.64585799999999,Loc Clust 6
62998,41.303351,-91.678477,Loc Clust 1
14869,42.04027,-95.01427,Loc Clust 4
34162,43.162224,-84.793941,Loc Clust 5
12816,39.660871,-89.826297,Loc Clust 3
61913,41.99446,-95.0151,Loc Clust 4
45001,40.894690000000004,-97.21216,Loc Clust 6
38604,40.699040999999994,-86.899068,Loc Clust 5
27278,40.828229,-97.150469,Loc Clust 6
81651,40.910233000000005,-97.14698299999999,Loc Clust 6
53181,42.133195,-93.654256,Loc Clust 4
56290,43.977828,-94.211618,Loc Clust 7
75768,43.162,-93.10390799999999,Loc Clust 7
31252,41.182140000000004,-91.40684,Loc Clust 1
67463,40.4007,-90.52529,Loc Clust 1
44007,41.521276,-93.805922,Loc Clust 4
9522,40.699312,-86.894717,Loc Clust 5
80826,40.216967,-88.9193,Loc Clust 3
66148,40.54852,-89.48538,Loc Clust 3
53627,43.148586,-93.09669699999999,Loc Clust 7
53582,42.9957,-89.44669,Loc Clust 3
81683,41.99446,-95.0151,Loc Clust 4
56691,43.6749,-96.2879,Loc Clust 2
19137,41.442467,-84.0677,Loc Clust 5
44263,41.909209999999995,-96.97973,Loc Clust 6
20813,43.756026,-95.23552,Loc Clust 2
18951,41.088644,-84.92394499999999,Loc Clust 5
74872,41.303351,-91.678477,Loc Clust 1
50404,40.276709999999994,-97.20170999999999,Loc Clust 6
40466,41.51677,-89.03265,Loc Clust 3
48668,40.365879,-90.518117,Loc Clust 1
63344,43.078463,-81.203113,Loc Clust 0
12591,39.338764000000005,-85.24194,Loc Clust 5
64752,40.225722999999995,-83.844539,Loc Clust 5
44900,41.366868,-91.986701,Loc Clust 1
48801,39.32441,-85.235842,Loc Clust 5
78203,40.216967,-88.9193,Loc Clust 3
75789,42.772625,-95.637486,Loc Clust 2
58418,41.812433,-96.15390699999999,Loc Clust 6
49747,40.127641,-88.08603000000001,Loc Clust 3
59991,40.785258,-97.64585799999999,Loc Clust 6
62194,40.551158,-89.486078,Loc Clust 3
4095,40.122689,-88.095816,Loc Clust 3
79901,41.085107,-84.9242,Loc Clust 5
529,40.121302,-88.091593,Loc Clust 3
40296,42.085296,-93.444612,Loc Clust 4
6049,42.40883,-97.53171,Loc Clust 6
53697,42.813179999999996,-92.04298,Loc Clust 1
71127,43.078463,-81.203113,Loc Clust 0
51259,39.966707,-88.621635,Loc Clust 3
37038,41.07425,-97.59338000000001,Loc Clust 6
9298,38.920084,-91.818873,Loc Clust 1
34331,43.687774,-96.28264300000001,Loc Clust 2
12543,39.338764000000005,-85.24194,Loc Clust 5
74431,41.303351,-91.678477,Loc Clust 1
66186,40.22464,-88.85545,Loc Clust 3
17895,41.276140000000005,-91.6642,Loc Clust 1
46380,44.049424,-93.282073,Loc Clust 7
51683,39.894290000000005,-88.38967,Loc Clust 3
63534,43.078463,-81.203113,Loc Clust 0
79804,41.814594,-96.159295,Loc Clust 6
37967,40.121187,-88.091608,Loc Clust 3
71686,43.162,-93.10390799999999,Loc Clust 7
71564,44.08889,-93.298957,Loc Clust 7
11334,44.930025,-95.99127,Loc Clust 2
56783,43.756788,-95.235905,Loc Clust 2
76944,41.395093,-97.980547,Loc Clust 6
5960,41.276140000000005,-91.6642,Loc Clust 1
15970,44.09259,-93.298899,Loc Clust 7
54838,41.518148,-89.049375,Loc Clust 3
69035,42.5276,-82.3638,Loc Clust 0
77410,43.162673,-93.103201,Loc Clust 7
16119,42.356359999999995,-92.4855,Loc Clust 1
28769,42.9303,-80.9039,Loc Clust 0
63207,42.563046,-82.257714,Loc Clust 0
53407,42.761720000000004,-95.6526,Loc Clust 2
27879,42.71175,-92.99981,Loc Clust 7
76244,40.90013,-97.159213,Loc Clust 6
45211,41.123540000000006,-84.91221,Loc Clust 5
59388,40.365879,-90.518117,Loc Clust 1
16639,43.087798,-81.211146,Loc Clust 0
36387,42.708282000000004,-92.032297,Loc Clust 1
57170,42.92585,-95.15188,Loc Clust 2
70620,42.74053,-92.07533000000001,Loc Clust 1
66834,40.910233000000005,-97.14698299999999,Loc Clust 6
18675,42.96321,-95.17068,Loc Clust 2
16622,43.303246,-81.284296,Loc Clust 0
11674,43.750959,-95.23583599999999,Loc Clust 2
14425,42.356359999999995,-92.4855,Loc Clust 1
9586,40.765421999999994,-87.79267,Loc Clust 3
29903,40.699040999999994,-86.899068,Loc Clust 5
37950,41.182140000000004,-91.40684,Loc Clust 1
9175,40.127641,-88.08603000000001,Loc Clust 3
43317,41.521276,-93.805922,Loc Clust 4
17471,40.948128000000004,-91.3503,Loc Clust 1
41413,39.966707,-88.621635,Loc Clust 3
56930,43.4834,-83.78775999999999,Loc Clust 0
71781,41.82007,-93.56098,Loc Clust 4
50297,40.436227,-85.786452,Loc Clust 5
50742,41.596488,-90.652341,Loc Clust 1
61359,41.99446,-95.0151,Loc Clust 4
4891,43.091078,-81.212802,Loc Clust 0
71092,40.216967,-88.9193,Loc Clust 3
60910,40.023701,-92.187719,Loc Clust 1
49238,41.44299,-84.07032,Loc Clust 5
37242,40.53438,-85.77767,Loc Clust 5
19155,40.884706,-97.166878,Loc Clust 6
40686,41.405082,-92.004921,Loc Clust 1
33498,42.085296,-93.444612,Loc Clust 4
61114,43.078463,-81.203113,Loc Clust 0
19244,42.019110999999995,-93.525735,Loc Clust 4
16144,41.788437,-83.77244499999999,Loc Clust 5
9182,41.276140000000005,-91.6642,Loc Clust 1
12782,40.699312,-86.894717,Loc Clust 5
20444,44.09448,-93.29843000000001,Loc Clust 7
40016,40.22477,-83.842208,Loc Clust 5
58363,42.813179999999996,-92.04298,Loc Clust 1
76083,42.640467,-93.793986,Loc Clust 4
3577,40.122689,-88.095816,Loc Clust 3
27093,41.182140000000004,-91.40684,Loc Clust 1
52632,41.99446,-95.0151,Loc Clust 4
23722,41.812433,-96.15390699999999,Loc Clust 6
81797,40.950231,-89.139162,Loc Clust 3
37720,40.910222,-97.146979,Loc Clust 6
58623,40.6991,-86.90100000000001,Loc Clust 5
50518,40.305394,-85.901297,Loc Clust 5
37788,41.182140000000004,-91.40684,Loc Clust 1
50922,40.276709999999994,-97.20170999999999,Loc Clust 6
78415,43.306061,-81.262361,Loc Clust 0
77435,42.74053,-92.07533000000001,Loc Clust 1
9796,41.442467,-84.0677,Loc Clust 5
17324,40.884706,-97.166878,Loc Clust 6
36113,44.773053000000004,-95.040115,Loc Clust 2
40575,39.894290000000005,-88.38967,Loc Clust 3
32405,38.99217,-92.82548,Loc Clust 1
13304,41.276140000000005,-91.6642,Loc Clust 1
26460,41.182140000000004,-91.40684,Loc Clust 1
80019,41.442329,-84.068352,Loc Clust 5
44854,41.99446,-95.0151,Loc Clust 4
10415,42.04027,-95.01427,Loc Clust 4
57459,44.092589000000004,-93.296423,Loc Clust 7
74072,41.813272,-96.155803,Loc Clust 6
78608,44.050183000000004,-93.291157,Loc Clust 7
4682,43.303246,-81.284296,Loc Clust 0
12926,40.121332,-88.089015,Loc Clust 3
15336,43.973707,-94.179986,Loc Clust 7
49929,41.223865,-94.96565799999999,Loc Clust 4
9192,41.276140000000005,-91.6642,Loc Clust 1
70523,41.68985,-90.7681,Loc Clust 1
42222,41.067228,-84.867366,Loc Clust 5
26577,41.508829999999996,-92.23907,Loc Clust 1
42189,41.02535,-83.76517,Loc Clust 5
68134,40.648019,-96.062309,Loc Clust 6
26889,40.127641,-88.08603000000001,Loc Clust 3
23567,42.761720000000004,-95.6526,Loc Clust 2
18294,41.80361,-89.05912,Loc Clust 3
12887,40.699312,-86.894717,Loc Clust 5
74785,40.4007,-90.52529,Loc Clust 1
13398,40.699312,-86.894717,Loc Clust 5
31483,41.182140000000004,-91.40684,Loc Clust 1
10873,42.934265,-82.039209,Loc Clust 0
60743,40.72719,-85.27288,Loc Clust 5
69546,41.82007,-93.56098,Loc Clust 4
26766,40.386052,-90.522272,Loc Clust 1
20475,44.09448,-93.29843000000001,Loc Clust 7
39386,40.699040999999994,-86.899068,Loc Clust 5
45378,40.894690000000004,-97.21216,Loc Clust 6
36429,42.938642,-82.039018,Loc Clust 0
13006,40.121332,-88.089015,Loc Clust 3
78174,40.036190000000005,-91.06463000000001,Loc Clust 1
41957,41.44299,-84.07032,Loc Clust 5
27578,42.03926,-95.0145,Loc Clust 4
32905,43.687774,-96.28264300000001,Loc Clust 2
61852,41.99446,-95.0151,Loc Clust 4
52168,42.408678,-93.845798,Loc Clust 4
43041,41.70017,-90.152509,Loc Clust 1
6912,43.169866999999996,-84.78771,Loc Clust 5
56766,44.553771000000005,-94.22991400000001,Loc Clust 7
32283,40.765361999999996,-87.79277900000001,Loc Clust 3
35334,42.521471999999996,-82.354209,Loc Clust 0
20840,42.03926,-95.0145,Loc Clust 4
53312,42.932767999999996,-82.039334,Loc Clust 0
51323,39.894290000000005,-88.38967,Loc Clust 3
77387,42.74053,-92.07533000000001,Loc Clust 1
63547,44.08889,-93.298957,Loc Clust 7
41033,40.223015999999994,-88.877622,Loc Clust 3
51181,40.276709999999994,-97.20170999999999,Loc Clust 6
62912,40.22464,-88.85545,Loc Clust 3
63168,42.063598,-83.037593,Loc Clust 0
53934,41.687781,-94.095478,Loc Clust 4
5318,40.127641,-88.08603000000001,Loc Clust 3
81009,40.216967,-88.9193,Loc Clust 3
43544,41.521276,-93.805922,Loc Clust 4
53868,40.6991,-86.90100000000001,Loc Clust 5
39071,40.552995,-89.444711,Loc Clust 3
26912,40.225225,-83.843778,Loc Clust 5
63156,42.39119,-82.3374,Loc Clust 0
44372,41.99446,-95.0151,Loc Clust 4
29213,42.03926,-95.0145,Loc Clust 4
9714,41.442467,-84.0677,Loc Clust 5
